date,state_code,fips,state_name,total_cases,total_deaths
2020-03-15,ID,16,Idaho,5,0
2020-03-16,ID,16,Idaho,5,0
2020-03-17,ID,16,Idaho,9,0
2020-03-18,ID,16,Idaho,11,0
2020-03-19,ID,16,Idaho,23,0
2020-03-20,ID,16,Idaho,31,0
2020-03-21,ID,16,Idaho,42,0
2020-03-22,ID,16,Idaho,47,0
2020-03-23,ID,16,Idaho,50,0
2020-03-24,ID,16,Idaho,73,0
2020-03-25,ID,16,Idaho,123,0
2020-03-26,ID,16,Idaho,189,3
2020-03-27,ID,16,Idaho,231,4
2020-03-28,ID,16,Idaho,261,5
2020-03-29,ID,16,Idaho,310,6
2020-03-30,ID,16,Idaho,415,7
2020-03-31,ID,16,Idaho,526,9
2020-04-01,ID,16,Idaho,669,9
2020-04-02,ID,16,Idaho,891,9
2020-04-03,ID,16,Idaho,1013,10
2020-04-04,ID,16,Idaho,1077,10
2020-04-05,ID,16,Idaho,1101,10
2020-04-06,ID,16,Idaho,1170,13
2020-04-07,ID,16,Idaho,1210,15
2020-04-08,ID,16,Idaho,1232,19
2020-04-09,ID,16,Idaho,1353,24
2020-04-10,ID,16,Idaho,1397,25
2020-04-11,ID,16,Idaho,1407,27
2020-04-12,ID,16,Idaho,1426,27
2020-04-13,ID,16,Idaho,1453,33
2020-01-21,IL,17,Illinois,0,0
2020-01-22,IL,17,Illinois,0,0
2020-01-23,IL,17,Illinois,0,0
2020-01-24,IL,17,Illinois,1,0
2020-01-25,IL,17,Illinois,1,0
2020-01-26,IL,17,Illinois,1,0
2020-01-27,IL,17,Illinois,1,0
2020-01-28,IL,17,Illinois,1,0
2020-01-29,IL,17,Illinois,1,0
2020-01-30,IL,17,Illinois,2,0
2020-01-31,IL,17,Illinois,2,0
2020-02-01,IL,17,Illinois,2,0
2020-02-02,IL,17,Illinois,2,0
2020-02-03,IL,17,Illinois,2,0
2020-02-04,IL,17,Illinois,2,0
2020-02-05,IL,17,Illinois,2,0
2020-02-06,IL,17,Illinois,2,0
2020-02-07,IL,17,Illinois,2,0
2020-02-08,IL,17,Illinois,2,0
2020-02-09,IL,17,Illinois,2,0
2020-02-10,IL,17,Illinois,2,0
2020-02-11,IL,17,Illinois,2,0
2020-02-12,IL,17,Illinois,2,0
2020-02-13,IL,17,Illinois,2,0
2020-02-14,IL,17,Illinois,2,0
2020-02-15,IL,17,Illinois,2,0
2020-02-16,IL,17,Illinois,2,0
2020-02-17,IL,17,Illinois,2,0
2020-02-18,IL,17,Illinois,2,0
2020-02-19,IL,17,Illinois,2,0
2020-02-20,IL,17,Illinois,2,0
2020-02-21,IL,17,Illinois,2,0
2020-02-22,IL,17,Illinois,2,0
2020-02-23,IL,17,Illinois,2,0
2020-02-24,IL,17,Illinois,2,0
2020-02-25,IL,17,Illinois,2,0
2020-02-26,IL,17,Illinois,2,0
2020-02-27,IL,17,Illinois,2,0
2020-02-28,IL,17,Illinois,2,0
2020-02-29,IL,17,Illinois,3,0
2020-03-01,IL,17,Illinois,3,0
2020-03-02,IL,17,Illinois,4,0
2020-03-03,IL,17,Illinois,4,0
2020-03-04,IL,17,Illinois,4,0
2020-03-05,IL,17,Illinois,5,0
2020-03-06,IL,17,Illinois,6,0
2020-03-07,IL,17,Illinois,6,0
2020-03-08,IL,17,Illinois,7,0
2020-03-09,IL,17,Illinois,11,0
2020-03-10,IL,17,Illinois,19,0
2020-03-11,IL,17,Illinois,25,0
2020-03-12,IL,17,Illinois,32,0
2020-03-13,IL,17,Illinois,46,0
2020-03-14,IL,17,Illinois,66,0
2020-03-15,IL,17,Illinois,94,0
2020-03-16,IL,17,Illinois,104,0
2020-03-17,IL,17,Illinois,159,1
2020-03-18,IL,17,Illinois,286,1
2020-03-19,IL,17,Illinois,420,4
2020-03-20,IL,17,Illinois,583,5
2020-03-21,IL,17,Illinois,751,6
2020-03-22,IL,17,Illinois,1047,9
2020-03-23,IL,17,Illinois,1285,12
2020-03-24,IL,17,Illinois,1535,16
2020-03-25,IL,17,Illinois,1875,21
2020-03-26,IL,17,Illinois,2538,26
2020-03-27,IL,17,Illinois,3029,37
2020-03-28,IL,17,Illinois,3547,50
2020-03-29,IL,17,Illinois,4613,70
2020-03-30,IL,17,Illinois,5070,84
2020-03-31,IL,17,Illinois,5994,107
2020-04-01,IL,17,Illinois,6980,146
2020-04-02,IL,17,Illinois,7695,165
2020-04-03,IL,17,Illinois,8904,211
2020-04-04,IL,17,Illinois,10357,248
2020-04-05,IL,17,Illinois,11276,282
2020-04-06,IL,17,Illinois,12262,309
2020-04-07,IL,17,Illinois,13549,384
2020-04-08,IL,17,Illinois,15078,464
2020-04-09,IL,17,Illinois,16422,534
2020-04-10,IL,17,Illinois,17887,607
2020-04-11,IL,17,Illinois,19180,682
2020-04-12,IL,17,Illinois,20852,727
2020-04-13,IL,17,Illinois,22025,800
2020-01-21,IN,18,Indiana,0,0
2020-01-22,IN,18,Indiana,0,0
2020-01-23,IN,18,Indiana,0,0
2020-01-24,IN,18,Indiana,0,0
2020-01-25,IN,18,Indiana,0,0
2020-01-26,IN,18,Indiana,0,0
2020-01-27,IN,18,Indiana,0,0
2020-01-28,IN,18,Indiana,0,0
2020-01-29,IN,18,Indiana,0,0
2020-01-30,IN,18,Indiana,0,0
2020-01-31,IN,18,Indiana,0,0
2020-02-01,IN,18,Indiana,0,0
2020-02-02,IN,18,Indiana,0,0
2020-02-03,IN,18,Indiana,0,0
2020-02-04,IN,18,Indiana,0,0
2020-02-05,IN,18,Indiana,0,0
2020-02-06,IN,18,Indiana,0,0
2020-02-07,IN,18,Indiana,0,0
2020-02-08,IN,18,Indiana,0,0
2020-02-09,IN,18,Indiana,0,0
2020-02-10,IN,18,Indiana,0,0
2020-02-11,IN,18,Indiana,0,0
2020-02-12,IN,18,Indiana,0,0
2020-02-13,IN,18,Indiana,0,0
2020-02-14,IN,18,Indiana,0,0
2020-02-15,IN,18,Indiana,0,0
2020-02-16,IN,18,Indiana,0,0
2020-02-17,IN,18,Indiana,0,0
2020-02-18,IN,18,Indiana,0,0
2020-02-19,IN,18,Indiana,0,0
2020-02-20,IN,18,Indiana,0,0
2020-02-21,IN,18,Indiana,0,0
2020-02-22,IN,18,Indiana,0,0
2020-02-23,IN,18,Indiana,0,0
2020-02-24,IN,18,Indiana,0,0
2020-02-25,IN,18,Indiana,0,0
2020-02-26,IN,18,Indiana,0,0
2020-02-27,IN,18,Indiana,0,0
2020-02-28,IN,18,Indiana,0,0
2020-02-29,IN,18,Indiana,0,0
2020-03-01,IN,18,Indiana,0,0
2020-03-02,IN,18,Indiana,0,0
2020-03-03,IN,18,Indiana,0,0
2020-03-04,IN,18,Indiana,0,0
2020-03-05,IN,18,Indiana,0,0
2020-03-06,IN,18,Indiana,1,0
2020-03-07,IN,18,Indiana,1,0
2020-03-08,IN,18,Indiana,2,0
2020-03-09,IN,18,Indiana,4,0
2020-03-10,IN,18,Indiana,6,0
2020-03-11,IN,18,Indiana,11,0
2020-03-12,IN,18,Indiana,12,0
2020-03-13,IN,18,Indiana,12,0
2020-03-14,IN,18,Indiana,15,0
2020-03-15,IN,18,Indiana,19,0
2020-03-16,IN,18,Indiana,24,1
2020-03-17,IN,18,Indiana,30,2
2020-03-18,IN,18,Indiana,39,2
2020-03-19,IN,18,Indiana,56,2
2020-03-20,IN,18,Indiana,79,3
2020-03-21,IN,18,Indiana,126,4
2020-03-22,IN,18,Indiana,201,6
2020-03-23,IN,18,Indiana,259,7
2020-03-24,IN,18,Indiana,366,12
2020-03-25,IN,18,Indiana,479,14
2020-03-26,IN,18,Indiana,656,18
2020-03-27,IN,18,Indiana,982,26
2020-03-28,IN,18,Indiana,1232,31
2020-03-29,IN,18,Indiana,1514,32
2020-03-30,IN,18,Indiana,1788,35
2020-03-31,IN,18,Indiana,2159,50
2020-04-01,IN,18,Indiana,2565,65
2020-04-02,IN,18,Indiana,3039,78
2020-04-03,IN,18,Indiana,3437,102
2020-04-04,IN,18,Indiana,3953,116
2020-04-05,IN,18,Indiana,4411,127
2020-04-06,IN,18,Indiana,4956,141
2020-04-07,IN,18,Indiana,5507,173
2020-04-08,IN,18,Indiana,5943,203
2020-04-09,IN,18,Indiana,6351,246
2020-04-10,IN,18,Indiana,6907,300
2020-04-11,IN,18,Indiana,7435,330
2020-04-12,IN,18,Indiana,7928,343
2020-04-13,IN,18,Indiana,8236,350
2020-01-21,KS,20,Kansas,0,0
2020-01-22,KS,20,Kansas,0,0
2020-01-23,KS,20,Kansas,0,0
2020-01-24,KS,20,Kansas,0,0
2020-01-25,KS,20,Kansas,0,0
2020-01-26,KS,20,Kansas,0,0
2020-01-27,KS,20,Kansas,0,0
2020-01-28,KS,20,Kansas,0,0
2020-01-29,KS,20,Kansas,0,0
2020-01-30,KS,20,Kansas,0,0
2020-01-31,KS,20,Kansas,0,0
2020-02-01,KS,20,Kansas,0,0
2020-02-02,KS,20,Kansas,0,0
2020-02-03,KS,20,Kansas,0,0
2020-02-04,KS,20,Kansas,0,0
2020-02-05,KS,20,Kansas,0,0
2020-02-06,KS,20,Kansas,0,0
2020-02-07,KS,20,Kansas,0,0
2020-02-08,KS,20,Kansas,0,0
2020-02-09,KS,20,Kansas,0,0
2020-02-10,KS,20,Kansas,0,0
2020-02-11,KS,20,Kansas,0,0
2020-02-12,KS,20,Kansas,0,0
2020-02-13,KS,20,Kansas,0,0
2020-02-14,KS,20,Kansas,0,0
2020-02-15,KS,20,Kansas,0,0
2020-02-16,KS,20,Kansas,0,0
2020-02-17,KS,20,Kansas,0,0
2020-02-18,KS,20,Kansas,0,0
2020-02-19,KS,20,Kansas,0,0
2020-02-20,KS,20,Kansas,0,0
2020-02-21,KS,20,Kansas,0,0
2020-02-22,KS,20,Kansas,0,0
2020-02-23,KS,20,Kansas,0,0
2020-02-24,KS,20,Kansas,0,0
2020-02-25,KS,20,Kansas,0,0
2020-02-26,KS,20,Kansas,0,0
2020-02-27,KS,20,Kansas,0,0
2020-02-28,KS,20,Kansas,0,0
2020-02-29,KS,20,Kansas,0,0
2020-03-01,KS,20,Kansas,0,0
2020-03-02,KS,20,Kansas,0,0
2020-03-03,KS,20,Kansas,0,0
2020-03-04,KS,20,Kansas,0,0
2020-03-05,KS,20,Kansas,0,0
2020-03-06,KS,20,Kansas,0,0
2020-03-07,KS,20,Kansas,1,0
2020-03-08,KS,20,Kansas,1,0
2020-03-09,KS,20,Kansas,1,0
2020-03-10,KS,20,Kansas,1,0
2020-03-11,KS,20,Kansas,1,0
2020-03-12,KS,20,Kansas,5,1
2020-03-13,KS,20,Kansas,6,1
2020-03-14,KS,20,Kansas,8,1
2020-03-15,KS,20,Kansas,9,1
2020-03-16,KS,20,Kansas,11,1
2020-03-17,KS,20,Kansas,17,1
2020-03-18,KS,20,Kansas,22,1
2020-03-19,KS,20,Kansas,35,1
2020-03-20,KS,20,Kansas,49,1
2020-03-21,KS,20,Kansas,57,2
2020-03-22,KS,20,Kansas,66,2
2020-03-23,KS,20,Kansas,82,2
2020-03-24,KS,20,Kansas,99,3
2020-03-25,KS,20,Kansas,132,3
2020-03-26,KS,20,Kansas,171,3
2020-03-27,KS,20,Kansas,212,4
2020-03-28,KS,20,Kansas,271,6
2020-03-29,KS,20,Kansas,332,7
2020-03-30,KS,20,Kansas,373,9
2020-03-31,KS,20,Kansas,434,10
2020-04-01,KS,20,Kansas,488,11
2020-04-02,KS,20,Kansas,554,14
2020-04-03,KS,20,Kansas,624,19
2020-04-04,KS,20,Kansas,701,21
2020-04-05,KS,20,Kansas,763,23
2020-04-06,KS,20,Kansas,853,25
2020-04-07,KS,20,Kansas,905,30
2020-04-08,KS,20,Kansas,1055,38
2020-04-09,KS,20,Kansas,1116,42
2020-04-10,KS,20,Kansas,1180,50
2020-04-11,KS,20,Kansas,1283,55
2020-04-12,KS,20,Kansas,1338,56
2020-04-13,KS,20,Kansas,1383,63
2020-01-21,KY,21,Kentucky,0,0
2020-01-22,KY,21,Kentucky,0,0
2020-01-23,KY,21,Kentucky,0,0
2020-01-24,KY,21,Kentucky,0,0
2020-01-25,KY,21,Kentucky,0,0
2020-01-26,KY,21,Kentucky,0,0
2020-01-27,KY,21,Kentucky,0,0
2020-01-28,KY,21,Kentucky,0,0
2020-01-29,KY,21,Kentucky,0,0
2020-01-30,KY,21,Kentucky,0,0
2020-01-31,KY,21,Kentucky,0,0
2020-02-01,KY,21,Kentucky,0,0
2020-02-02,KY,21,Kentucky,0,0
2020-02-03,KY,21,Kentucky,0,0
2020-02-04,KY,21,Kentucky,0,0
2020-02-05,KY,21,Kentucky,0,0
2020-02-06,KY,21,Kentucky,0,0
2020-02-07,KY,21,Kentucky,0,0
2020-02-08,KY,21,Kentucky,0,0
2020-02-09,KY,21,Kentucky,0,0
2020-02-10,KY,21,Kentucky,0,0
2020-02-11,KY,21,Kentucky,0,0
2020-02-12,KY,21,Kentucky,0,0
2020-02-13,KY,21,Kentucky,0,0
2020-02-14,KY,21,Kentucky,0,0
2020-02-15,KY,21,Kentucky,0,0
2020-02-16,KY,21,Kentucky,0,0
2020-02-17,KY,21,Kentucky,0,0
2020-02-18,KY,21,Kentucky,0,0
2020-02-19,KY,21,Kentucky,0,0
2020-02-20,KY,21,Kentucky,0,0
2020-02-21,KY,21,Kentucky,0,0
2020-02-22,KY,21,Kentucky,0,0
2020-02-23,KY,21,Kentucky,0,0
2020-02-24,KY,21,Kentucky,0,0
2020-02-25,KY,21,Kentucky,0,0
2020-02-26,KY,21,Kentucky,0,0
2020-02-27,KY,21,Kentucky,0,0
2020-02-28,KY,21,Kentucky,0,0
2020-02-29,KY,21,Kentucky,0,0
2020-03-01,KY,21,Kentucky,0,0
2020-03-02,KY,21,Kentucky,0,0
2020-03-03,KY,21,Kentucky,0,0
2020-03-04,KY,21,Kentucky,0,0
2020-03-05,KY,21,Kentucky,0,0
2020-03-06,KY,21,Kentucky,1,0
2020-03-07,KY,21,Kentucky,1,0
2020-03-08,KY,21,Kentucky,4,0
2020-03-09,KY,21,Kentucky,5,0
2020-03-10,KY,21,Kentucky,7,0
2020-03-11,KY,21,Kentucky,7,0
2020-03-12,KY,21,Kentucky,11,0
2020-03-13,KY,21,Kentucky,11,0
2020-03-14,KY,21,Kentucky,18,0
2020-03-15,KY,21,Kentucky,21,0
2020-03-16,KY,21,Kentucky,22,1
2020-03-17,KY,21,Kentucky,26,1
2020-03-18,KY,21,Kentucky,35,1
2020-03-19,KY,21,Kentucky,47,2
2020-03-20,KY,21,Kentucky,63,2
2020-03-21,KY,21,Kentucky,84,3
2020-03-22,KY,21,Kentucky,103,3
2020-03-23,KY,21,Kentucky,124,3
2020-03-24,KY,21,Kentucky,157,3
2020-03-25,KY,21,Kentucky,198,5
2020-03-26,KY,21,Kentucky,248,5
2020-03-27,KY,21,Kentucky,302,8
2020-03-28,KY,21,Kentucky,394,9
2020-03-29,KY,21,Kentucky,439,9
2020-03-30,KY,21,Kentucky,480,11
2020-03-31,KY,21,Kentucky,590,18
2020-04-01,KY,21,Kentucky,682,20
2020-04-02,KY,21,Kentucky,755,34
2020-04-03,KY,21,Kentucky,770,34
2020-04-04,KY,21,Kentucky,917,40
2020-04-05,KY,21,Kentucky,1048,44
2020-04-06,KY,21,Kentucky,1057,52
2020-04-07,KY,21,Kentucky,1289,66
2020-04-08,KY,21,Kentucky,1393,73
2020-04-09,KY,21,Kentucky,1525,84
2020-04-10,KY,21,Kentucky,1702,90
2020-04-11,KY,21,Kentucky,1851,94
2020-04-12,KY,21,Kentucky,1963,98
2020-04-13,KY,21,Kentucky,2048,106
2020-01-21,LA,22,Louisiana,0,0
2020-01-22,LA,22,Louisiana,0,0
2020-01-23,LA,22,Louisiana,0,0
2020-01-24,LA,22,Louisiana,0,0
2020-01-25,LA,22,Louisiana,0,0
2020-01-26,LA,22,Louisiana,0,0
2020-01-27,LA,22,Louisiana,0,0
2020-01-28,LA,22,Louisiana,0,0
2020-01-29,LA,22,Louisiana,0,0
2020-01-30,LA,22,Louisiana,0,0
2020-01-31,LA,22,Louisiana,0,0
2020-02-01,LA,22,Louisiana,0,0
2020-02-02,LA,22,Louisiana,0,0
2020-02-03,LA,22,Louisiana,0,0
2020-02-04,LA,22,Louisiana,0,0
2020-02-05,LA,22,Louisiana,0,0
2020-02-06,LA,22,Louisiana,0,0
2020-02-07,LA,22,Louisiana,0,0
2020-02-08,LA,22,Louisiana,0,0
2020-02-09,LA,22,Louisiana,0,0
2020-02-10,LA,22,Louisiana,0,0
2020-02-11,LA,22,Louisiana,0,0
2020-02-12,LA,22,Louisiana,0,0
2020-02-13,LA,22,Louisiana,0,0
2020-02-14,LA,22,Louisiana,0,0
2020-02-15,LA,22,Louisiana,0,0
2020-02-16,LA,22,Louisiana,0,0
2020-02-17,LA,22,Louisiana,0,0
2020-02-18,LA,22,Louisiana,0,0
2020-02-19,LA,22,Louisiana,0,0
2020-02-20,LA,22,Louisiana,0,0
2020-02-21,LA,22,Louisiana,0,0
2020-02-22,LA,22,Louisiana,0,0
2020-02-23,LA,22,Louisiana,0,0
2020-02-24,LA,22,Louisiana,0,0
2020-02-25,LA,22,Louisiana,0,0
2020-02-26,LA,22,Louisiana,0,0
2020-02-27,LA,22,Louisiana,0,0
2020-02-28,LA,22,Louisiana,0,0
2020-02-29,LA,22,Louisiana,0,0
2020-03-01,LA,22,Louisiana,0,0
2020-03-02,LA,22,Louisiana,0,0
2020-03-03,LA,22,Louisiana,0,0
2020-03-04,LA,22,Louisiana,0,0
2020-03-05,LA,22,Louisiana,0,0
2020-03-06,LA,22,Louisiana,0,0
2020-03-07,LA,22,Louisiana,0,0
2020-03-08,LA,22,Louisiana,0,0
2020-03-09,LA,22,Louisiana,1,0
2020-03-10,LA,22,Louisiana,6,0
2020-03-11,LA,22,Louisiana,13,0
2020-03-12,LA,22,Louisiana,14,0
2020-03-13,LA,22,Louisiana,36,0
2020-03-14,LA,22,Louisiana,77,1
2020-03-15,LA,22,Louisiana,103,2
2020-03-16,LA,22,Louisiana,137,3
2020-03-17,LA,22,Louisiana,196,5
2020-03-18,LA,22,Louisiana,280,7
2020-03-19,LA,22,Louisiana,392,10
2020-03-20,LA,22,Louisiana,537,10
2020-03-21,LA,22,Louisiana,763,16
2020-03-22,LA,22,Louisiana,837,20
2020-03-23,LA,22,Louisiana,1172,34
2020-03-24,LA,22,Louisiana,1388,46
2020-03-25,LA,22,Louisiana,1795,65
2020-03-26,LA,22,Louisiana,2305,83
2020-03-27,LA,22,Louisiana,2746,119
2020-03-28,LA,22,Louisiana,3315,137
2020-03-29,LA,22,Louisiana,3540,152
2020-03-30,LA,22,Louisiana,4025,186
2020-03-31,LA,22,Louisiana,5237,240
2020-04-01,LA,22,Louisiana,6424,273
2020-04-02,LA,22,Louisiana,9150,310
2020-04-03,LA,22,Louisiana,10297,370
2020-04-04,LA,22,Louisiana,12496,412
2020-04-05,LA,22,Louisiana,13010,477
2020-04-06,LA,22,Louisiana,14867,512
2020-04-07,LA,22,Louisiana,16284,582
2020-04-08,LA,22,Louisiana,17030,652
2020-04-09,LA,22,Louisiana,18283,702
2020-04-10,LA,22,Louisiana,19253,755
2020-04-11,LA,22,Louisiana,20014,806
2020-04-12,LA,22,Louisiana,20595,840
2020-04-13,LA,22,Louisiana,21016,884
2020-01-21,MA,25,Massachusetts,0,0
2020-01-22,MA,25,Massachusetts,0,0
2020-01-23,MA,25,Massachusetts,0,0
2020-01-24,MA,25,Massachusetts,0,0
2020-01-25,MA,25,Massachusetts,0,0
2020-01-26,MA,25,Massachusetts,0,0
2020-01-27,MA,25,Massachusetts,0,0
2020-01-28,MA,25,Massachusetts,0,0
2020-01-29,MA,25,Massachusetts,0,0
2020-01-30,MA,25,Massachusetts,0,0
2020-01-31,MA,25,Massachusetts,0,0
2020-02-01,MA,25,Massachusetts,1,0
2020-02-02,MA,25,Massachusetts,1,0
2020-02-03,MA,25,Massachusetts,1,0
2020-02-04,MA,25,Massachusetts,1,0
2020-02-05,MA,25,Massachusetts,1,0
2020-02-06,MA,25,Massachusetts,1,0
2020-02-07,MA,25,Massachusetts,1,0
2020-02-08,MA,25,Massachusetts,1,0
2020-02-09,MA,25,Massachusetts,1,0
2020-02-10,MA,25,Massachusetts,1,0
2020-02-11,MA,25,Massachusetts,1,0
2020-02-12,MA,25,Massachusetts,1,0
2020-02-13,MA,25,Massachusetts,1,0
2020-02-14,MA,25,Massachusetts,1,0
2020-02-15,MA,25,Massachusetts,1,0
2020-02-16,MA,25,Massachusetts,1,0
2020-02-17,MA,25,Massachusetts,1,0
2020-02-18,MA,25,Massachusetts,1,0
2020-02-19,MA,25,Massachusetts,1,0
2020-02-20,MA,25,Massachusetts,1,0
2020-02-21,MA,25,Massachusetts,1,0
2020-02-22,MA,25,Massachusetts,1,0
2020-02-23,MA,25,Massachusetts,1,0
2020-02-24,MA,25,Massachusetts,1,0
2020-02-25,MA,25,Massachusetts,1,0
2020-02-26,MA,25,Massachusetts,1,0
2020-02-27,MA,25,Massachusetts,1,0
2020-02-28,MA,25,Massachusetts,1,0
2020-02-29,MA,25,Massachusetts,1,0
2020-03-01,MA,25,Massachusetts,1,0
2020-03-02,MA,25,Massachusetts,2,0
2020-03-03,MA,25,Massachusetts,2,0
2020-03-04,MA,25,Massachusetts,2,0
2020-03-05,MA,25,Massachusetts,3,0
2020-03-06,MA,25,Massachusetts,8,0
2020-03-07,MA,25,Massachusetts,13,0
2020-03-08,MA,25,Massachusetts,28,0
2020-03-09,MA,25,Massachusetts,41,0
2020-03-10,MA,25,Massachusetts,92,0
2020-03-11,MA,25,Massachusetts,95,0
2020-03-12,MA,25,Massachusetts,108,0
2020-03-13,MA,25,Massachusetts,123,0
2020-03-14,MA,25,Massachusetts,138,0
2020-03-15,MA,25,Massachusetts,164,0
2020-03-16,MA,25,Massachusetts,197,0
2020-03-17,MA,25,Massachusetts,218,0
2020-03-18,MA,25,Massachusetts,256,0
2020-03-19,MA,25,Massachusetts,328,0
2020-03-20,MA,25,Massachusetts,413,1
2020-03-21,MA,25,Massachusetts,525,2
2020-03-22,MA,25,Massachusetts,646,5
2020-03-23,MA,25,Massachusetts,777,5
2020-03-24,MA,25,Massachusetts,1159,11
2020-03-25,MA,25,Massachusetts,1838,15
2020-03-26,MA,25,Massachusetts,2417,25
2020-03-27,MA,25,Massachusetts,3240,35
2020-03-28,MA,25,Massachusetts,4257,44
2020-03-29,MA,25,Massachusetts,4955,48
2020-03-30,MA,25,Massachusetts,5752,61
2020-03-31,MA,25,Massachusetts,6620,89
2020-04-01,MA,25,Massachusetts,7738,122
2020-04-02,MA,25,Massachusetts,8966,154
2020-04-03,MA,25,Massachusetts,10402,192
2020-04-04,MA,25,Massachusetts,11736,216
2020-04-05,MA,25,Massachusetts,12500,231
2020-04-06,MA,25,Massachusetts,13837,260
2020-04-07,MA,25,Massachusetts,15202,356
2020-04-08,MA,25,Massachusetts,16790,433
2020-04-09,MA,25,Massachusetts,18941,503
2020-04-10,MA,25,Massachusetts,20974,599
2020-04-11,MA,25,Massachusetts,22860,686
2020-04-12,MA,25,Massachusetts,25475,756
2020-04-13,MA,25,Massachusetts,26867,844
2020-01-21,MD,24,Maryland,0,0
2020-01-22,MD,24,Maryland,0,0
2020-01-23,MD,24,Maryland,0,0
2020-01-24,MD,24,Maryland,0,0
2020-01-25,MD,24,Maryland,0,0
2020-01-26,MD,24,Maryland,0,0
2020-01-27,MD,24,Maryland,0,0
2020-01-28,MD,24,Maryland,0,0
2020-01-29,MD,24,Maryland,0,0
2020-01-30,MD,24,Maryland,0,0
2020-01-31,MD,24,Maryland,0,0
2020-02-01,MD,24,Maryland,0,0
2020-02-02,MD,24,Maryland,0,0
2020-02-03,MD,24,Maryland,0,0
2020-02-04,MD,24,Maryland,0,0
2020-02-05,MD,24,Maryland,0,0
2020-02-06,MD,24,Maryland,0,0
2020-02-07,MD,24,Maryland,0,0
2020-02-08,MD,24,Maryland,0,0
2020-02-09,MD,24,Maryland,0,0
2020-02-10,MD,24,Maryland,0,0
2020-02-11,MD,24,Maryland,0,0
2020-02-12,MD,24,Maryland,0,0
2020-02-13,MD,24,Maryland,0,0
2020-02-14,MD,24,Maryland,0,0
2020-02-15,MD,24,Maryland,0,0
2020-02-16,MD,24,Maryland,0,0
2020-02-17,MD,24,Maryland,0,0
2020-02-18,MD,24,Maryland,0,0
2020-02-19,MD,24,Maryland,0,0
2020-02-20,MD,24,Maryland,0,0
2020-02-21,MD,24,Maryland,0,0
2020-02-22,MD,24,Maryland,0,0
2020-02-23,MD,24,Maryland,0,0
2020-02-24,MD,24,Maryland,0,0
2020-02-25,MD,24,Maryland,0,0
2020-02-26,MD,24,Maryland,0,0
2020-02-27,MD,24,Maryland,0,0
2020-02-28,MD,24,Maryland,0,0
2020-02-29,MD,24,Maryland,0,0
2020-03-01,MD,24,Maryland,0,0
2020-03-02,MD,24,Maryland,0,0
2020-03-03,MD,24,Maryland,0,0
2020-03-04,MD,24,Maryland,0,0
2020-03-05,MD,24,Maryland,3,0
2020-03-06,MD,24,Maryland,3,0
2020-03-07,MD,24,Maryland,3,0
2020-03-08,MD,24,Maryland,5,0
2020-03-09,MD,24,Maryland,6,0
2020-03-10,MD,24,Maryland,9,0
2020-03-11,MD,24,Maryland,13,0
2020-03-12,MD,24,Maryland,13,0
2020-03-13,MD,24,Maryland,18,0
2020-03-14,MD,24,Maryland,27,0
2020-03-15,MD,24,Maryland,32,0
2020-03-16,MD,24,Maryland,39,0
2020-03-17,MD,24,Maryland,57,0
2020-03-18,MD,24,Maryland,85,1
2020-03-19,MD,24,Maryland,108,1
2020-03-20,MD,24,Maryland,150,2
2020-03-21,MD,24,Maryland,195,3
2020-03-22,MD,24,Maryland,245,3
2020-03-23,MD,24,Maryland,290,3
2020-03-24,MD,24,Maryland,349,4
2020-03-25,MD,24,Maryland,423,4
2020-03-26,MD,24,Maryland,581,4
2020-03-27,MD,24,Maryland,775,5
2020-03-28,MD,24,Maryland,1066,10
2020-03-29,MD,24,Maryland,1244,11
2020-03-30,MD,24,Maryland,1414,15
2020-03-31,MD,24,Maryland,1662,18
2020-04-01,MD,24,Maryland,1985,33
2020-04-02,MD,24,Maryland,2331,36
2020-04-03,MD,24,Maryland,2758,42
2020-04-04,MD,24,Maryland,3125,54
2020-04-05,MD,24,Maryland,3609,68
2020-04-06,MD,24,Maryland,4045,92
2020-04-07,MD,24,Maryland,4371,104
2020-04-08,MD,24,Maryland,5529,124
2020-04-09,MD,24,Maryland,6185,139
2020-04-10,MD,24,Maryland,6968,172
2020-04-11,MD,24,Maryland,7694,207
2020-04-12,MD,24,Maryland,8225,236
2020-04-13,MD,24,Maryland,8936,262
2020-01-21,ME,23,Maine,0,0
2020-01-22,ME,23,Maine,0,0
2020-01-23,ME,23,Maine,0,0
2020-01-24,ME,23,Maine,0,0
2020-01-25,ME,23,Maine,0,0
2020-01-26,ME,23,Maine,0,0
2020-01-27,ME,23,Maine,0,0
2020-01-28,ME,23,Maine,0,0
2020-01-29,ME,23,Maine,0,0
2020-01-30,ME,23,Maine,0,0
2020-01-31,ME,23,Maine,0,0
2020-02-01,ME,23,Maine,0,0
2020-02-02,ME,23,Maine,0,0
2020-02-03,ME,23,Maine,0,0
2020-02-04,ME,23,Maine,0,0
2020-02-05,ME,23,Maine,0,0
2020-02-06,ME,23,Maine,0,0
2020-02-07,ME,23,Maine,0,0
2020-02-08,ME,23,Maine,0,0
2020-02-09,ME,23,Maine,0,0
2020-02-10,ME,23,Maine,0,0
2020-02-11,ME,23,Maine,0,0
2020-02-12,ME,23,Maine,0,0
2020-02-13,ME,23,Maine,0,0
2020-02-14,ME,23,Maine,0,0
2020-02-15,ME,23,Maine,0,0
